action_id	action_number	action_params	session_id	subsession_id	action_type	creation_time	parent_display_id	child_display_id	session_id.1	user_id	project_id	curr_display_id	size	solution
944		"{""field"":""ip_dst"",""term"":""82.108.171.155"",""condition"":16}"	196		filter	2016-09-29 14:59:18	1157	1161	196	104	1			"{""solution"":""The machine with the IP 192.168.1.122 scans the 82.108 subnet with ping. If someone answers, it scans it's NetBios ports (139 and 445)."",""project_id"":1,""session_id"":196,""feedback"":"""",""user_id"":104}"
945		"{""field"":""ip_src"",""aggregations"":[],""groupPriority"":0}"	197		group	2016-09-29 15:04:50	1162	1163	197	104	2			"{""solution"":""98.114.205.102 connects anonymously to the ipc$ share on 192.150.11.111, and probably runs the: ""Microsoft LSASS Service - DsRolerUpgradeDownlevelServer Overflow"""" vulnerability and sends a payload. Then 192.150.11.111 starts a new session and communicates outside to 98.114.205.102, maybe getting commands from the cnc or exfiltrating data."""",""""project_id"""":2,""""session_id"""":197,""""feedback"""":"""""""",""""user_id"""":104}"""
946		"{""field"":""ip_dst"",""aggregations"":[],""groupPriority"":0}"	197		group	2016-09-29 15:04:56	1162	1164	197	104	2			"{""solution"":""98.114.205.102 connects anonymously to the ipc$ share on 192.150.11.111, and probably runs the: ""Microsoft LSASS Service - DsRolerUpgradeDownlevelServer Overflow"""" vulnerability and sends a payload. Then 192.150.11.111 starts a new session and communicates outside to 98.114.205.102, maybe getting commands from the cnc or exfiltrating data."""",""""project_id"""":2,""""session_id"""":197,""""feedback"""":"""""""",""""user_id"""":104}"""
947		"{""field"":""tcp_dstport"",""aggregations"":[],""groupPriority"":0}"	197		group	2016-09-29 15:06:22	1162	1165	197	104	2			"{""solution"":""98.114.205.102 connects anonymously to the ipc$ share on 192.150.11.111, and probably runs the: ""Microsoft LSASS Service - DsRolerUpgradeDownlevelServer Overflow"""" vulnerability and sends a payload. Then 192.150.11.111 starts a new session and communicates outside to 98.114.205.102, maybe getting commands from the cnc or exfiltrating data."""",""""project_id"""":2,""""session_id"""":197,""""feedback"""":"""""""",""""user_id"""":104}"""
948		"{""field"":""highest_layer"",""term"":""SOCKS"",""condition"":16}"	197		filter	2016-09-29 15:57:56	1162	1166	197	104	2			"{""solution"":""98.114.205.102 connects anonymously to the ipc$ share on 192.150.11.111, and probably runs the: ""Microsoft LSASS Service - DsRolerUpgradeDownlevelServer Overflow"""" vulnerability and sends a payload. Then 192.150.11.111 starts a new session and communicates outside to 98.114.205.102, maybe getting commands from the cnc or exfiltrating data."""",""""project_id"""":2,""""session_id"""":197,""""feedback"""":"""""""",""""user_id"""":104}"""
949		"{""field"":""length"",""aggregations"":[],""groupPriority"":0}"	197		group	2016-09-29 15:58:44	1166	1167	197	104	2			"{""solution"":""98.114.205.102 connects anonymously to the ipc$ share on 192.150.11.111, and probably runs the: ""Microsoft LSASS Service - DsRolerUpgradeDownlevelServer Overflow"""" vulnerability and sends a payload. Then 192.150.11.111 starts a new session and communicates outside to 98.114.205.102, maybe getting commands from the cnc or exfiltrating data."""",""""project_id"""":2,""""session_id"""":197,""""feedback"""":"""""""",""""user_id"""":104}"""
1070		"{""field"":""eth_src"",""aggregations"":[],""groupPriority"":0}"	226		group	2016-10-09 18:51:09	1226	1322	226	125	1			"{""solution"":"""",""project_id"":1,""session_id"":226,""feedback"":"""",""user_id"":125}"
1080		"{""field"":""ip_src"",""aggregations"":[],""groupPriority"":0}"	222		group	2016-10-09 18:52:23	1222	1333	222	117	1			"{""solution"":""Describe the network"",""project_id"":1,""session_id"":49,""feedback"":"""",""user_id"":7}"
1102		"{""field"":""highest_layer"",""term"":""ICMP"",""condition"":16}"	226		filter	2016-10-09 18:53:37	1226	1356	226	125	1			"{""solution"":"""",""project_id"":1,""session_id"":226,""feedback"":"""",""user_id"":125}"
1104		"{""field"":""ip_src"",""aggregations"":[],""groupPriority"":0}"	226		group	2016-10-09 18:53:45	1356	1359	226	125	1			"{""solution"":"""",""project_id"":1,""session_id"":226,""feedback"":"""",""user_id"":125}"
1105		"{""field"":""ip_src"",""aggregations"":[],""groupPriority"":0}"	240		group	2016-10-09 18:53:48	1357	1360	240	116	1			"{""solution"":""The attack is ping scan attacknThe attacker (192.168.1.122) does a ping scan on all the IP's that are in the network."",""project_id"":1,""session_id"":240,""feedback"":"""",""user_id"":116}"
1106		"{""field"":""ip_dst"",""aggregations"":[],""groupPriority"":1}"	240		group	2016-10-09 18:53:51	1360	1361	240	116	1			"{""solution"":""The attack is ping scan attacknThe attacker (192.168.1.122) does a ping scan on all the IP's that are in the network."",""project_id"":1,""session_id"":240,""feedback"":"""",""user_id"":116}"
1107		"{""field"":""ip_src"",""aggregations"":[{""field"":""tcp_stream"",""type"":""max""}],""groupPriority"":0}"	239		group	2016-10-09 18:53:57	1354	1362	239	113	1			"{""solution"":""The attack is PING SCANNING.nThe hacker's IP is 192.168.1.122"",""project_id"":1,""session_id"":239,""feedback"":"""",""user_id"":113}"
1111		"{""field"":""ip_dst"",""aggregations"":[],""groupPriority"":1}"	226		group	2016-10-09 18:54:23	1359	1366	226	125	1			"{""solution"":"""",""project_id"":1,""session_id"":226,""feedback"":"""",""user_id"":125}"
1114		"{""field"":""eth_src"",""direction"":""desc""}"	226		sort	2016-10-09 18:54:52	1366	1370	226	125	1			"{""solution"":"""",""project_id"":1,""session_id"":226,""feedback"":"""",""user_id"":125}"
1130		"{""field"":""highest_layer"",""aggregations"":[],""groupPriority"":1}"	222		group	2016-10-09 18:56:25	1333	1388	222	117	1			"{""solution"":""Describe the network"",""project_id"":1,""session_id"":49,""feedback"":"""",""user_id"":7}"
1136		"{""field"":""highest_layer"",""aggregations"":[],""groupPriority"":0}"	222		group	2016-10-09 18:56:52	1333	1394	222	117	1			"{""solution"":""Describe the network"",""project_id"":1,""session_id"":49,""feedback"":"""",""user_id"":7}"
1144		"{""field"":""eth_src"",""aggregations"":[],""groupPriority"":0}"	222		group	2016-10-09 18:57:54	1333	1402	222	117	1			"{""solution"":""Describe the network"",""project_id"":1,""session_id"":49,""feedback"":"""",""user_id"":7}"
1163		"{""field"":""ip_src"",""aggregations"":[],""groupPriority"":0}"	222		group	2016-10-09 18:58:49	1333	1421	222	117	1			"{""solution"":""Describe the network"",""project_id"":1,""session_id"":49,""feedback"":"""",""user_id"":7}"
1165		"{""field"":""eth_src"",""aggregations"":[],""groupPriority"":0}"	222		group	2016-10-09 18:59:06	1333	1423	222	117	1			"{""solution"":""Describe the network"",""project_id"":1,""session_id"":49,""feedback"":"""",""user_id"":7}"
1166		"{""field"":""ip_src"",""aggregations"":[],""groupPriority"":1}"	222		group	2016-10-09 18:59:11	1423	1424	222	117	1			"{""solution"":""Describe the network"",""project_id"":1,""session_id"":49,""feedback"":"""",""user_id"":7}"
1199		"{""field"":""ip_src"",""term"":""192.168.1.122"",""condition"":2}"	222		filter	2016-10-09 19:05:17	1333	1460	222	117	1			"{""solution"":""Describe the network"",""project_id"":1,""session_id"":49,""feedback"":"""",""user_id"":7}"
1200		"{""field"":""eth_src"",""aggregations"":[],""groupPriority"":0}"	245		group	2016-10-09 19:05:25	1457	1461	245	113	1			"{""solution"":""The attacker is 192.168.1.122nHe send echos to a lots of IPs with the same subnet mask.nUsing this he's maybe choosing someone to attack."",""project_id"":1,""session_id"":245,""feedback"":"""",""user_id"":113}"
1205		"{""field"":""ip_dst"",""term"":""82.108.24.168"",""condition"":4}"	222		filter	2016-10-09 19:06:09	1333	1466	222	117	1			"{""solution"":""Describe the network"",""project_id"":1,""session_id"":49,""feedback"":"""",""user_id"":7}"
1214		"{""field"":""ip_dst"",""term"":""82.108.84.10"",""condition"":4}"	222		filter	2016-10-09 19:06:33	1333	1475	222	117	1			"{""solution"":""Describe the network"",""project_id"":1,""session_id"":49,""feedback"":"""",""user_id"":7}"
1221		"{""field"":""ip_src"",""term"":""192.168.1.122"",""condition"":2}"	222		filter	2016-10-09 19:08:05	1333	1482	222	117	1			"{""solution"":""Describe the network"",""project_id"":1,""session_id"":49,""feedback"":"""",""user_id"":7}"
1226		"{""field"":""highest_layer"",""aggregations"":[],""groupPriority"":0}"	222		group	2016-10-09 19:08:19	1482	1487	222	117	1			"{""solution"":""Describe the network"",""project_id"":1,""session_id"":49,""feedback"":"""",""user_id"":7}"
1232		"{""field"":""ip_src"",""aggregations"":[],""groupPriority"":0}"	246		group	2016-10-09 19:09:19	1459	1493	246	122	1			"{""solution"":""Describe the network"",""project_id"":1,""session_id"":49,""feedback"":"""",""user_id"":7}"
1244		"{""field"":""tcp_stream"",""aggregations"":[],""groupPriority"":0}"	246		group	2016-10-09 19:10:58	1459	1505	246	122	1			"{""solution"":""Describe the network"",""project_id"":1,""session_id"":49,""feedback"":"""",""user_id"":7}"
1246		"{""field"":""tcp_stream"",""direction"":""desc""}"	246		sort	2016-10-09 19:11:07	1505	1507	246	122	1			"{""solution"":""Describe the network"",""project_id"":1,""session_id"":49,""feedback"":"""",""user_id"":7}"
1248		"{""field"":""ip_src"",""aggregations"":[],""groupPriority"":0}"	245		group	2016-10-09 19:11:32	1457	1509	245	113	1			"{""solution"":""The attacker is 192.168.1.122nHe send echos to a lots of IPs with the same subnet mask.nUsing this he's maybe choosing someone to attack."",""project_id"":1,""session_id"":245,""feedback"":"""",""user_id"":113}"
1253		"{""field"": ""tcp_stream"", ""term"": ""1"", ""condition"": 8}"	246		filter	2016-10-09 19:11:48	1459	1514	246	122	1			"{""solution"":""Describe the network"",""project_id"":1,""session_id"":49,""feedback"":"""",""user_id"":7}"
1254		"{""field"":""tcp_stream"",""aggregations"":[],""groupPriority"":0}"	246		group	2016-10-09 19:11:54	1514	1515	246	122	1			"{""solution"":""Describe the network"",""project_id"":1,""session_id"":49,""feedback"":"""",""user_id"":7}"
1259		"{""field"":""tcp_stream"",""term"":""0"",""condition"":32}"	222		filter	2016-10-09 19:12:28	1487	1520	222	117	1			"{""solution"":""Describe the network"",""project_id"":1,""session_id"":49,""feedback"":"""",""user_id"":7}"
1265		"{""field"":""highest_layer"",""term"":""TCP"",""condition"":8}"	245		filter	2016-10-09 19:13:08	1509	1527	245	113	1			"{""solution"":""The attacker is 192.168.1.122nHe send echos to a lots of IPs with the same subnet mask.nUsing this he's maybe choosing someone to attack."",""project_id"":1,""session_id"":245,""feedback"":"""",""user_id"":113}"
1267		"{""field"":""highest_layer"",""term"":""TCP"",""condition"":16}"	226		filter	2016-10-09 19:13:22	1370	1529	226	125	1			"{""solution"":"""",""project_id"":1,""session_id"":226,""feedback"":"""",""user_id"":125}"
1268		"{""field"":""ip_src"",""term"":""192.168.1.122"",""condition"":16}"	226		filter	2016-10-09 19:13:32	1529	1530	226	125	1			"{""solution"":"""",""project_id"":1,""session_id"":226,""feedback"":"""",""user_id"":125}"
1275		"{""field"":""highest_layer"",""term"":""TCP"",""condition"":16}"	246		filter	2016-10-09 19:14:14	1459	1537	246	122	1			"{""solution"":""Describe the network"",""project_id"":1,""session_id"":49,""feedback"":"""",""user_id"":7}"
1277		"{""field"":""tcp_stream"",""aggregations"":[{""field"":""number"",""type"":""count""}],""groupPriority"":0}"	246		group	2016-10-09 19:14:32	1537	1539	246	122	1			"{""solution"":""Describe the network"",""project_id"":1,""session_id"":49,""feedback"":"""",""user_id"":7}"
1282		"{""field"": ""tcp_dstport"", ""term"": ""445"", ""condition"": 8}"	245		filter	2016-10-09 19:14:56	1527	1545	245	113	1			"{""solution"":""The attacker is 192.168.1.122nHe send echos to a lots of IPs with the same subnet mask.nUsing this he's maybe choosing someone to attack."",""project_id"":1,""session_id"":245,""feedback"":"""",""user_id"":113}"
1286		"{""field"":""highest_layer"",""term"":""TCP"",""condition"":16}"	226		filter	2016-10-09 19:15:20	1226	1549	226	125	1			"{""solution"":"""",""project_id"":1,""session_id"":226,""feedback"":"""",""user_id"":125}"
1287		"{""field"":""ip_src"",""term"":""192.168.1.122"",""condition"":16}"	226		filter	2016-10-09 19:15:30	1549	1550	226	125	1			"{""solution"":"""",""project_id"":1,""session_id"":226,""feedback"":"""",""user_id"":125}"
1289		"{""field"":""ip_src"",""term"":""192.168.1.122"",""condition"":16}"	246		filter	2016-10-09 19:16:00	1537	1552	246	122	1			"{""solution"":""Describe the network"",""project_id"":1,""session_id"":49,""feedback"":"""",""user_id"":7}"
1290		"{""field"":""tcp_dstport"",""aggregations"":[],""groupPriority"":0}"	246		group	2016-10-09 19:16:11	1552	1553	246	122	1			"{""solution"":""Describe the network"",""project_id"":1,""session_id"":49,""feedback"":"""",""user_id"":7}"
1291		"{""field"":""tcp_stream"",""aggregations"":[],""groupPriority"":1}"	246		group	2016-10-09 19:16:25	1553	1554	246	122	1			"{""solution"":""Describe the network"",""project_id"":1,""session_id"":49,""feedback"":"""",""user_id"":7}"
1299		"{""field"":""ip_src"",""aggregations"":[],""groupPriority"":0}"	251		group	2016-10-09 19:18:03	1564	1565	251	114	1			"{""solution"":""the attacker is 192.1.168.122nhe search with ping scan what IPs are responding, and the one who react. he tries to connected them with tcp, syn package, in 139 and 445 , those are windows ports, he tries to send some file / take control on the responding IPs"",""project_id"":1,""session_id"":251,""feedback"":"""",""user_id"":114}"
1301		"{""field"":""tcp_dstport"",""term"":""0"",""condition"":32}"	251		filter	2016-10-09 19:18:27	1564	1567	251	114	1			"{""solution"":""the attacker is 192.1.168.122nhe search with ping scan what IPs are responding, and the one who react. he tries to connected them with tcp, syn package, in 139 and 445 , those are windows ports, he tries to send some file / take control on the responding IPs"",""project_id"":1,""session_id"":251,""feedback"":"""",""user_id"":114}"
1302		"{""field"":""tcp_stream"",""aggregations"":[],""groupPriority"":0}"	251		group	2016-10-09 19:18:32	1567	1568	251	114	1			"{""solution"":""the attacker is 192.1.168.122nhe search with ping scan what IPs are responding, and the one who react. he tries to connected them with tcp, syn package, in 139 and 445 , those are windows ports, he tries to send some file / take control on the responding IPs"",""project_id"":1,""session_id"":251,""feedback"":"""",""user_id"":114}"
1310		"{""field"":""ip_dst"",""term"":""192.169.1.122"",""condition"":16}"	251		filter	2016-10-09 19:19:46	1564	1576	251	114	1			"{""solution"":""the attacker is 192.1.168.122nhe search with ping scan what IPs are responding, and the one who react. he tries to connected them with tcp, syn package, in 139 and 445 , those are windows ports, he tries to send some file / take control on the responding IPs"",""project_id"":1,""session_id"":251,""feedback"":"""",""user_id"":114}"
1311		"{""field"":""tcp_stream"",""aggregations"":[{""field"":""ip_src"",""type"":""min""},{""field"":""ip_dst"",""type"":""max""}],""groupPriority"":0}"	252		group	2016-10-09 19:20:52	1577	1578	252	118	1			"{""solution"":""IP 192.168.1.122 has send ping request to all computers in 82.108.0/255.0/255, then he has tried to make a connection with every computer that send him ping replay (with SYN)/"",""project_id"":1,""session_id"":252,""feedback"":"""",""user_id"":118}"
1312		"{""field"":""ip_dst"",""term"":""82.108.163.88"",""condition"":16}"	252		filter	2016-10-09 19:21:02	1578	1579	252	118	1			"{""solution"":""IP 192.168.1.122 has send ping request to all computers in 82.108.0/255.0/255, then he has tried to make a connection with every computer that send him ping replay (with SYN)/"",""project_id"":1,""session_id"":252,""feedback"":"""",""user_id"":118}"
1314		"{""field"":""highest_layer"",""aggregations"":[],""groupPriority"":1}"	253		group	2016-10-09 19:21:36	1580	1583	253	121	1			"{""solution"":""attacker: 192.168.1.122nhe scans open addresses in the subnet 82.108 using Echo ping.nWith those who replied the attacker opened a TCP session to check for a specific port."",""project_id"":1,""session_id"":253,""feedback"":""Please allow us to cancel specific actions without the use of the back button."",""user_id"":121}"
1315		"{""field"":""ip_src"",""aggregations"":[],""groupPriority"":0}"	256		group	2016-10-09 19:21:57	1585	1587	256	120	1			"{""solution"":""The attacker is 192.168.1.122nthe attacker scans all the computers with subnet 82.108 with acho ping and if the ncomputer replay to the ping he try to scan if the ports 139 or 445 are open with nsyn packet."",""project_id"":1,""session_id"":256,""feedback"":"""",""user_id"":120}"
1320		"{""field"":""ip_dst"",""aggregations"":[],""groupPriority"":0}"	226		group	2016-10-09 19:22:15	1550	1593	226	125	1			"{""solution"":"""",""project_id"":1,""session_id"":226,""feedback"":"""",""user_id"":125}"
1325		"{""field"":""ip_dst"",""aggregations"":[],""groupPriority"":0}"	256		group	2016-10-09 19:22:43	1585	1598	256	120	1			"{""solution"":""The attacker is 192.168.1.122nthe attacker scans all the computers with subnet 82.108 with acho ping and if the ncomputer replay to the ping he try to scan if the ports 139 or 445 are open with nsyn packet."",""project_id"":1,""session_id"":256,""feedback"":"""",""user_id"":120}"
1327		"{""field"":""highest_layer"",""term"":""ICMP"",""condition"":16}"	253		filter	2016-10-09 19:23:07	1580	1601	253	121	1			"{""solution"":""attacker: 192.168.1.122nhe scans open addresses in the subnet 82.108 using Echo ping.nWith those who replied the attacker opened a TCP session to check for a specific port."",""project_id"":1,""session_id"":253,""feedback"":""Please allow us to cancel specific actions without the use of the back button."",""user_id"":121}"
1328		"{""field"":""ip_src"",""direction"":""asc""}"	253		sort	2016-10-09 19:23:23	1601	1603	253	121	1			"{""solution"":""attacker: 192.168.1.122nhe scans open addresses in the subnet 82.108 using Echo ping.nWith those who replied the attacker opened a TCP session to check for a specific port."",""project_id"":1,""session_id"":253,""feedback"":""Please allow us to cancel specific actions without the use of the back button."",""user_id"":121}"
1330		"{""field"":""ip_src"",""aggregations"":[],""groupPriority"":0}"	253		group	2016-10-09 19:23:28	1601	1605	253	121	1			"{""solution"":""attacker: 192.168.1.122nhe scans open addresses in the subnet 82.108 using Echo ping.nWith those who replied the attacker opened a TCP session to check for a specific port."",""project_id"":1,""session_id"":253,""feedback"":""Please allow us to cancel specific actions without the use of the back button."",""user_id"":121}"
1332		"{""field"":""ip_src"",""term"":""192.168.1.122"",""condition"":512}"	256		filter	2016-10-09 19:23:43	1598	1607	256	120	1			"{""solution"":""The attacker is 192.168.1.122nthe attacker scans all the computers with subnet 82.108 with acho ping and if the ncomputer replay to the ping he try to scan if the ports 139 or 445 are open with nsyn packet."",""project_id"":1,""session_id"":256,""feedback"":"""",""user_id"":120}"
1336		"{""field"":""ip_src"",""term"":""192.168.1.122"",""condition"":512}"	253		filter	2016-10-09 19:24:10	1601	1614	253	121	1			"{""solution"":""attacker: 192.168.1.122nhe scans open addresses in the subnet 82.108 using Echo ping.nWith those who replied the attacker opened a TCP session to check for a specific port."",""project_id"":1,""session_id"":253,""feedback"":""Please allow us to cancel specific actions without the use of the back button."",""user_id"":121}"
1339		"{""field"":""ip_src"",""aggregations"":[],""groupPriority"":0}"	253		group	2016-10-09 19:24:24	1614	1617	253	121	1			"{""solution"":""attacker: 192.168.1.122nhe scans open addresses in the subnet 82.108 using Echo ping.nWith those who replied the attacker opened a TCP session to check for a specific port."",""project_id"":1,""session_id"":253,""feedback"":""Please allow us to cancel specific actions without the use of the back button."",""user_id"":121}"
1341		"{""field"":""ip_src"",""aggregations"":[],""groupPriority"":0}"	258		group	2016-10-09 19:24:38	1588	1620	258	127	1			"{""solution"":""The attacker is 192.128.1.122nnThe attacker send a lot ping Echo requests and if he gets an answer, he tries to open a session"",""project_id"":1,""session_id"":258,""feedback"":"""",""user_id"":127}"
1343		"{""field"":""highest_layer"",""aggregations"":[],""groupPriority"":1}"	258		group	2016-10-09 19:25:04	1620	1622	258	127	1			"{""solution"":""The attacker is 192.128.1.122nnThe attacker send a lot ping Echo requests and if he gets an answer, he tries to open a session"",""project_id"":1,""session_id"":258,""feedback"":"""",""user_id"":127}"
1344		"{""field"":""tcp_stream"",""term"":""0"",""condition"":64}"	256		filter	2016-10-09 19:25:04	1585	1623	256	120	1			"{""solution"":""The attacker is 192.168.1.122nthe attacker scans all the computers with subnet 82.108 with acho ping and if the ncomputer replay to the ping he try to scan if the ports 139 or 445 are open with nsyn packet."",""project_id"":1,""session_id"":256,""feedback"":"""",""user_id"":120}"
1345		"{""field"":""tcp_stream"",""aggregations"":[],""groupPriority"":0}"	256		group	2016-10-09 19:25:09	1623	1625	256	120	1			"{""solution"":""The attacker is 192.168.1.122nthe attacker scans all the computers with subnet 82.108 with acho ping and if the ncomputer replay to the ping he try to scan if the ports 139 or 445 are open with nsyn packet."",""project_id"":1,""session_id"":256,""feedback"":"""",""user_id"":120}"
1346		"{""field"":""ip_src"",""aggregations"":[],""groupPriority"":0}"	260		group	2016-10-09 19:25:16	1624	1626	260	112	1			"{""solution"":""The attacker is 192.168.1.122.nSends ping packets to many addresses under the subnet 82.108.x.x.nSome addresses reply, it tries to open a connection on port 139/1054."",""project_id"":1,""session_id"":260,""feedback"":"""",""user_id"":112}"
1347		"{""field"":""highest_layer"",""aggregations"":[{""field"":""ip_src"",""type"":""min""},{""field"":""ip_dst"",""type"":""max""}],""groupPriority"":1}"	252		group	2016-10-09 19:25:36	1578	1628	252	118	1			"{""solution"":""IP 192.168.1.122 has send ping request to all computers in 82.108.0/255.0/255, then he has tried to make a connection with every computer that send him ping replay (with SYN)/"",""project_id"":1,""session_id"":252,""feedback"":"""",""user_id"":118}"
1351		"{""field"":""tcp_stream"",""term"":""0"",""condition"":64}"	260		filter	2016-10-09 19:25:50	1624	1632	260	112	1			"{""solution"":""The attacker is 192.168.1.122.nSends ping packets to many addresses under the subnet 82.108.x.x.nSome addresses reply, it tries to open a connection on port 139/1054."",""project_id"":1,""session_id"":260,""feedback"":"""",""user_id"":112}"
1352		"{""field"":""tcp_stream"",""aggregations"":[{""field"":""ip_src"",""type"":""max""},{""field"":""ip_dst"",""type"":""min""}],""groupPriority"":0}"	256		group	2016-10-09 19:25:51	1623	1633	256	120	1			"{""solution"":""The attacker is 192.168.1.122nthe attacker scans all the computers with subnet 82.108 with acho ping and if the ncomputer replay to the ping he try to scan if the ports 139 or 445 are open with nsyn packet."",""project_id"":1,""session_id"":256,""feedback"":"""",""user_id"":120}"
1354		"{""field"":""tcp_stream"",""aggregations"":[],""groupPriority"":0}"	260		group	2016-10-09 19:26:09	1632	1635	260	112	1			"{""solution"":""The attacker is 192.168.1.122.nSends ping packets to many addresses under the subnet 82.108.x.x.nSome addresses reply, it tries to open a connection on port 139/1054."",""project_id"":1,""session_id"":260,""feedback"":"""",""user_id"":112}"
1356		"{""field"":""info_line"",""term"":""Echo"",""condition"":16}"	258		filter	2016-10-09 19:26:15	1622	1637	258	127	1			"{""solution"":""The attacker is 192.128.1.122nnThe attacker send a lot ping Echo requests and if he gets an answer, he tries to open a session"",""project_id"":1,""session_id"":258,""feedback"":"""",""user_id"":127}"
1376		"{""field"":""info_line"",""term"":""reply"",""condition"":16}"	267		filter	2016-10-09 19:29:43	1667	1669	267	123	1			"{""solution"":""The hacker is 192.168.1.122 nnscan the network subnet 82.108.x.xnwith ping, wait for reply and trying to connect/"",""project_id"":1,""session_id"":267,""feedback"":"""",""user_id"":123}"
1380		"{""field"":""tcp_stream"",""term"":""0"",""condition"":32}"	267		filter	2016-10-09 19:30:19	1667	1673	267	123	1			"{""solution"":""The hacker is 192.168.1.122 nnscan the network subnet 82.108.x.xnwith ping, wait for reply and trying to connect/"",""project_id"":1,""session_id"":267,""feedback"":"""",""user_id"":123}"
1381		"{""field"":""tcp_stream"",""aggregations"":[{""field"":""ip_src"",""type"":""min""},{""field"":""ip_dst"",""type"":""max""}],""groupPriority"":0}"	267		group	2016-10-09 19:30:33	1673	1680	267	123	1			"{""solution"":""The hacker is 192.168.1.122 nnscan the network subnet 82.108.x.xnwith ping, wait for reply and trying to connect/"",""project_id"":1,""session_id"":267,""feedback"":"""",""user_id"":123}"
1382		"{""field"":""highest_layer"",""aggregations"":[],""groupPriority"":0}"	268		group	2016-10-09 19:30:51	1679	1682	268	121	2			"{""solution"":""The session is all in TCP, and 98.114.205.102 is attacking 192.150.11.111.nTo attack the attacker uses SMB to run commands on the other computer, making the other computer connect to him and download data."",""project_id"":2,""session_id"":268,""feedback"":"""",""user_id"":121}"
1385		"{""field"":""highest_layer"",""aggregations"":[],""groupPriority"":0}"	222		group	2016-10-09 19:31:30	1482	1687	222	117	1			"{""solution"":""Describe the network"",""project_id"":1,""session_id"":49,""feedback"":"""",""user_id"":7}"
1387		"{""field"":""ip_src"",""aggregations"":[],""groupPriority"":0}"	222		group	2016-10-09 19:31:46	1333	1693	222	117	1			"{""solution"":""Describe the network"",""project_id"":1,""session_id"":49,""feedback"":"""",""user_id"":7}"
1388		"{""field"":""ip_dst"",""aggregations"":[],""groupPriority"":1}"	222		group	2016-10-09 19:31:50	1333	1694	222	117	1			"{""solution"":""Describe the network"",""project_id"":1,""session_id"":49,""feedback"":"""",""user_id"":7}"
1391		"{""field"":""ip_src"",""aggregations"":[],""groupPriority"":0}"	274		group	2016-10-09 19:31:54	1689	1697	274	118	2			"{""solution"":""u05d4u05eau05d5u05e7u05e3 u05deu05eau05d7u05d1u05e8 u05dcu05e0u05eau05e7u05e3 u05e2u05dd u05e4u05d5u05e8u05d8 445 u05d5u05deu05e9u05eau05deu05e9 u05d1u05d7u05d5u05dcu05e9u05d4 u05e9u05dcu05d5 u05e2u05dc u05deu05e0u05ea u05dcu05d4u05eau05e7u05d9u05df u05dbu05dcu05d9 u05deu05e1u05d5u05d9u05d9u05dd u05e2u05dc u05deu05d7u05e9u05d1 u05d4u05e0u05eau05e7u05e3 u05d1u05e6u05d5u05e8u05d4 u05e9u05d4u05e0u05eau05e7u05e3 u05deu05d1u05e7u05e9 u05d0u05ea u05d4u05dbu05dcu05d9 u05deu05deu05e0u05d5."",""project_id"":2,""session_id"":274,""feedback"":"""",""user_id"":118}"
1394		"{""field"":""highest_layer"",""aggregations"":[],""groupPriority"":2}"	222		group	2016-10-09 19:32:07	1694	1700	222	117	1			"{""solution"":""Describe the network"",""project_id"":1,""session_id"":49,""feedback"":"""",""user_id"":7}"
1395		"{""field"":""tcp_stream"",""term"":""0"",""condition"":32}"	273		filter	2016-10-09 19:32:22	1690	1701	273	114	2			"{""solution"":""the attacker is 98.114.205.102nhe uses port 445, protocol SMB to take advantage on a weakness in the protocol.nhe succeeded and make the victim send him files in ftp protocol."",""project_id"":2,""session_id"":273,""feedback"":"""",""user_id"":114}"
1396		"{""field"":""tcp_stream"",""aggregations"":[],""groupPriority"":0}"	273		group	2016-10-09 19:32:26	1701	1702	273	114	2			"{""solution"":""the attacker is 98.114.205.102nhe uses port 445, protocol SMB to take advantage on a weakness in the protocol.nhe succeeded and make the victim send him files in ftp protocol."",""project_id"":2,""session_id"":273,""feedback"":"""",""user_id"":114}"
1400		"{""field"":""highest_layer"",""term"":""SMB"",""condition"":16}"	274		filter	2016-10-09 19:32:58	1689	1706	274	118	2			"{""solution"":""u05d4u05eau05d5u05e7u05e3 u05deu05eau05d7u05d1u05e8 u05dcu05e0u05eau05e7u05e3 u05e2u05dd u05e4u05d5u05e8u05d8 445 u05d5u05deu05e9u05eau05deu05e9 u05d1u05d7u05d5u05dcu05e9u05d4 u05e9u05dcu05d5 u05e2u05dc u05deu05e0u05ea u05dcu05d4u05eau05e7u05d9u05df u05dbu05dcu05d9 u05deu05e1u05d5u05d9u05d9u05dd u05e2u05dc u05deu05d7u05e9u05d1 u05d4u05e0u05eau05e7u05e3 u05d1u05e6u05d5u05e8u05d4 u05e9u05d4u05e0u05eau05e7u05e3 u05deu05d1u05e7u05e9 u05d0u05ea u05d4u05dbu05dcu05d9 u05deu05deu05e0u05d5."",""project_id"":2,""session_id"":274,""feedback"":"""",""user_id"":118}"
